Time,heatingGroupFmu.mSteDem,heatingGroupFmu.absChiOn,heatingGroupFmu.pSteTur,heatingGroupFmu.pGasTur,heatingGroupFmu.pGenTot,heatingGroupFmu.mSteBoi,heatingGroupFmu.mSteChp,heatingGroupFmu.mFueChp,heatingGroupFmu.mFueBoi,heatingGroupFmu.qAbsChi,heatingGroupFmu.boilerFWPum.boi.y,heatingGroupFmu.preChp.p,heatingGroupFmu.preBoi.p,heatingGroupFmu.ext,heatingGroupFmu.yChp,heatingGroupFmu.TAmb,heatingGroupFmu.boilerFWPum.port_a.p,heatingGroupFmu.chp.botCycExp.Qboi,heatingGroupFmu.chp.botCycExp.QsteAbs,heatingGroupFmu.chp.botCycExp.Qlos,heatingGroupFmu.chp.botCycExp.exhQ.y,heatingGroupFmu.qFueChp,qUse,qUseSum
5166004,7.540149,0,1893417.1,2398737.8,4292155,5.392532,2.1475255,0.28029197,0.28123313,0,0.20768532,897511.44,897947.9,1,0.21223511,281.44934,101325,5039810.5,0,-3767571.5,10700799,13345821.86,10700799,10700799.1
5169604,7.67,0,1872119.2,2360010.2,4232129.5,5.532427,2.1375446,0.2780304,0.288514,0,0.2130621,898055.2,898514.44,1,0.2084126,280.94934,101325,5016174,0,-3769026,10657319,13238139.47,10657319,10657319.2
5173204,7.6700115,0,1850529.1,2330031.2,4180560.5,5.540687,2.1293235,0.27619252,0.28893963,0,0.21337643,898204.75,898665.4,1,0.20529789,280.3492,101325,4996801.5,0,-3776205.5,10623536,13150630.65,10623536,10623536.1
5176804,7.6801724,0,1819706.9,2312366.5,4132073.2,5.5573425,2.1228192,0.2748938,0.28980154,0,0.21401292,898191.44,898654.8,1,0.20289661,279.24884,101325,4981429.5,0,-3801789.8,10602926,13088793.39,10602926,10602926.2
5180404,7.830127,0,1803927,2297499.2,4101426.2,5.711999,2.1181002,0.27390438,0.29787493,0,0.21997498,897990.9,898480.3,1,0.20121308,278.749,101325,4970507.5,0,-3811325.5,1.06E+07,13041683.15,10585760,10585760
5184004,7.939804,0,1723435.8,2315744,4039179.8,5.826421,2.1133637,0.2740142,0.30385244,0,0.22438926,898008.25,898517.5,1,0.20025036,275.34933,101325,4959588,0,-3917593.5,10600617,13046912.12,10600617,10600617.3
5187604,7.7701616,0,1736768.5,2307812.8,4044581,5.656799,2.113389,0.27372372,0.2949824,0,0.2178389,898379.25,898859.3,1,0.20001018,275.94934,101325,4959232,0,-3896959.2,1.06E+07,13033081.2,10592960,10592959.7
5191204,7.9100575,0,1724093.6,2318549.8,4042643.5,5.7959657,2.1140788,0.27417603,0.3022556,0,0.22321,897986.6,898490.56,1,0.200493,275.34933,101325,4961126.5,0,-3918515.8,10603736,13054617.49,10603736,10603735.9
5194804,7.96,0,1715620.5,2336815,4052435.5,5.8431134,2.1168861,0.27508637,0.30471274,0,0.22502457,898080.3,898592.44,1,0.2016979,274.84933,101325,4967704,0,-3939664.8,10622989,13097962.42,10622989,10622989.3
5198404,7.9612474,0,1639051.6,2388848.2,4027900,5.8429856,2.1182594,0.27710617,0.3046599,0,0.22498555,898137.9,898650,1,0.20362273,271.44934,101325,4970100,0,-4062679.5,10671831,13194133.18,10671831,10671831.1
5202004,9.039769,0,1660796.4,2414520.2,4075316.5,6.913955,2.1256611,0.27871233,0.3606042,0,0.26629937,896595.9,897312.9,1,0.20626402,272.04935,101325,4989109.5,0,-4052143,10702049,13270608.88,10702049,10702048.9
5205604,8.838947,0,1655104,2459171,4114275,6.7049127,2.1340687,0.28102246,0.34968325,0,0.25823444,898136.8,898811.1,1,0.20961699,271.4494,101325,5008587.5,0,-4086016.2,10749708,13380603.41,10749708,10749707.7
5209204,7.928773,0,1653670.4,2511373,4165043.2,5.78432,2.1445823,0.2837266,0.30165404,0,0.22276577,899213.94,899715.8,1,0.21367556,270.94943,101325,5032936.5,0,-4119373,1.08E+07,13509358.33,10805980,10805979.9
5212804,6.8699884,1,1666535.2,2567269.5,4233804.5,6.88048,-0.010341097,0.2866968,0.3596851,5063689.5,0.2656206,899281.44,899991.56,1,0.21843241,270.95068,101325,0,5063689.5,-4137880.2,10868105,13650781.44,10868105,10868104.9
5216404,6.860116,1,1776436.2,2593768.5,4370205,6.8626046,-0.002473631,0.28901476,0.3578718,5109476,0.2642815,897863.4,898569.75,1,0.22387895,274.85245,101325,0,5109476,-4023997.2,1.09E+07,13761148.78,10909910,10909909.4
5220004,6.9589906,1,1819550.8,2653873.8,4473424.5,6.9595714,-0.000591757,0.29230523,0.36298925,5150665.5,0.26806065,897706.94,898433.44,1,0.23000532,275.95312,101325,0,5150665.5,-4010188.5,10980405,13917821.22,10980405,10980404.8
5223604,6.089373,1,1914709.4,2698720.5,4613430,6.0897408,-0.000240758,0.295208,0.31755543,5196450,0.23450865,899072.2,899628.44,1,0.23680046,279.25284,101325,0,5196450,-3927078.8,11038238,14056033.71,11038238,11038238.2
5227204,5.5499654,1,1984035.6,2760565.8,4744601.5,5.5500956,-5.35E-05,0.29857755,0.2894022,5242165,0.21371801,898834.1,899296.3,1,0.24425209,281.45282,101325,0,5242165,-3884208.5,11110409,14216471.47,11110409,11110409.1
5230804,5.5199885,1,2065976.8,2819294.8,4885271.5,5.519985,5.01E-06,0.30177265,0.28785953,5288069,0.21257879,898253.3,898710.44,1,0.25234672,284.25217,101325,0,5288069,-3825665,11179711,14368602.96,11179711,11179710.8
5234404,5.5100465,1,2113317.8,2901936,5015254,5.510041,2.54E-06,0.30560234,0.2873398,5339903.5,0.21219498,898232.5,898688.06,1,0.26106972,285.35095,101325,0,5339903.5,-3822618,11275839,14550949.82,11275839,11275839.3
5238004,5.5501747,1,2152503.8,2997334.5,5149838.5,5.5501666,5.28E-06,0.30973718,0.2894275,5397142.5,0.2137367,898164.6,898626.75,1,0.27040535,285.95044,101325,0,5397142.5,-3837153.8,1.14E+07,14747826.09,11386800,11386800.1
5241604,5.700501,1,2169996,3116138.8,5286134.5,5.7004604,1.00E-05,0.3145105,0.2972552,5463005,0.21951732,897998.2,898485.6,1,0.2803367,285.34824,101325,0,5463005,-3891077.8,11524079,14975102.95,11524079,11524078.8
5245204,6.1311655,1,2144122.2,3273485.5,5417607.5,6.131085,2.00E-05,0.32038262,0.31969377,5540664,0.23608777,897558.3,898122.1,1,0.29084587,282.5487,101325,0,5540664,-4017758,11702544,15254698.07,11702544,11702544.2
5248804,7.130665,0,2153026.8,3412318.8,5565345.5,4.7335305,2.3969922,0.32582235,0.24617648,0,0.18179666,895668.44,896006.44,1,0.3019138,281.44873,101325,5614709,0,-4093066.8,11860802,15513705.37,11860802,11860802.6
5252404,7.699475,0,2161487.8,3558312.8,5719800.5,5.275498,2.4238396,0.33312455,0.27515364,0,0.20319574,897661.56,898079.44,1,0.31352055,280.34872,101325,5688913.5,0,-4169157.2,12019558,15861392.32,12019558,12019558.5
5256004,7.2501984,0,2195851,3695910.2,5891761.5,4.793829,2.4564335,0.34005255,0.24996722,0,0.18459605,898957.3,899303.7,1,0.3256451,280.34946,101325,5764232,0,-4210556,12170639,16191262.12,12170639,12170639
5259604,7.420035,0,2221087,3846411,6067498,4.929368,2.4906397,0.3472386,0.2570662,0,0.1898385,898211.56,898577.25,1,0.33826554,279.8494,101325,5845023.5,0,-4270783,12336893,16533418.7,12336893,12336893.5
5263204,7.4504795,0,2246166.8,4004350.5,6250517.5,4.923226,2.5272498,0.354494,0.256724,0,0.18958579,898376.4,898741.2,1,0.35135907,279.24942,101325,5930558.5,0,-4336448,12513173,16878877.32,12513173,12513173.3
5266804,7.860117,0,2299426.5,4149284.5,6448711,5.29707,2.5629795,0.36117566,0.27624813,0,0.20400399,897845.8,898267.06,1,0.364902,279.84998,101325,6014898.5,0,-4361639,12675964,17197017.88,12675964,12675964
5270404,7.9597893,0,2328563.8,4317897,6646460.5,5.356866,2.6029034,0.3683919,0.27936572,0,0.20630628,898193.2,898623.94,1,0.3788699,279.24866,101325,6108619.5,0,-4430532.5,12867716,17540611.93,12867716,12867715.8
5274004,7.7801876,0,2330702.5,4510349.5,6841052,5.1355824,2.6446319,0.37612757,0.26780033,0,0.19776545,898571.56,898967.8,1,0.39323744,277.54874,101325,6206092,0,-4542408.5,13079203,17908938.12,13079203,13079203
5277604,7.940246,0,2388817.8,4688169,7076987,5.235152,2.7050717,0.38938096,0.27300596,0,0.2016097,898215.75,898627.3,1,0.40797874,277.04993,101325,6348417,0,-4622458,13359693,18539985.03,13359693,13359692.8
5281204,8.1504345,0,2570877.5,4852490,7423367.5,5.3244867,2.825921,0.4075076,0.2776631,0,0.20504893,898215.56,898641.1,1,0.42306712,277.5487,101325,6632349.5,0,-4658466,13861693,19403066.87,13861693,13861693
5284804,8.520376,0,2875977.5,5049933,7925910.5,5.469266,3.0510507,0.42952478,0.28521985,0,0.21062943,898124.56,898573.4,1,0.43847528,276.4487,101325,7161350,0,-4734244,14771572,20451392.87,14771572,14771571.5
5288404,8.840318,0,3328196.2,5252207.5,8580404,5.4507556,3.3895247,0.45442694,0.28425443,0,0.20991649,898319.56,898765.4,1,0.4541754,275.3487,101325,7956237.5,0,-4793013.5,16077447,21637084.32,16077447,16077447.2
5292004,9.1097765,0,3848800.5,5459026.5,9307827,5.273651,3.83608,0.48270053,0.27503613,0,0.20310897,898535.5,898953.06,1,0.47013912,274.24872,101325,9005001,0,-4848142.5,17701944,22983303.04,17701944,17701944
5295604,8.91907,0,4093519.5,5634517,9728037,4.8456283,4.0734763,0.50498486,0.2527137,0,0.18662427,898654.3,899007.94,1,0.48633757,274.85184,101325,9559766,0,-4880055,1.85E+07,24044349.12,18533340,18533340.5
5299204,8.128834,0,3978385.8,5777066,9755452,4.2004232,3.928583,0.51424134,0.21906829,0,0.16177776,899312.2,899581.56,1,0.50274146,277.05182,101325,9219048,0,-4892852.5,18090286,24485087.16,18090286,18090286.3
5302804,7.139187,0,3975569,5943082,9918651,3.2264383,3.9128907,0.5226698,0.16824993,0,0.12424938,900001.1,900169.94,1,0.5193211,278.15045,101325,9182904,0,-4914651.5,18073124,24886399.86,18073124,18073124.5
5306404,6.449257,1,4139552,6134508.5,1.03E+07,6.4569254,-0.007555429,0.53833616,0.33671844,9562260,0.24866016,898774.56,899399.94,1,0.5360466,278.14954,101325,0,9562260,-4960925.5,18662738,25632337.92,18662738,18662737.5
5310004,5.81954,1,4329317,6341482,10670799,5.821544,-0.00190882,0.55681586,0.30357346,10053282,0.22418323,898870.1,899378.5,1,0.5528877,277.54965,101325,0,10053282,-5028582.5,1.94E+07,26512230.36,19411180,19411181.5
5313604.5,5.4299293,1,4438204,6535607.5,10973811,5.430457,-0.000467648,0.57209736,0.2831728,10335196,0.20911773,898692.6,899135.2,1,0.5698139,277.55023,101325,0,10335196,-5083831,1.99E+07,27239843.7,19857230,19857231
5317204.5,5.3695626,1,4513839.5,6715270.5,1.12E+07,5.3696694,-9.41E-05,0.58544064,0.28004014,10515469,0.20680432,898327.1,898759.94,1,0.58679473,278.1495,101325,0,10515469,-5121090.5,2.02E+07,27875170.63,20150400,20150399
5320804.5,5.000012,1,4577905,6925433,11503338,5.0001225,-5.58E-05,0.600872,0.26072833,10682052,0.19254291,898776.75,899152.75,1,0.6037994,277.5494,101325,0,10682052,-5203237,20463194,28609919.41,20463194,20463194
5324404.5,5.0099406,1,4609333,7133725,11743058,5.0099277,6.09E-06,0.6098132,0.2612648,10760811,0.19293909,898336.1,898713.56,1,0.6207972,277.04938,101325,0,10760811,-5263558,20633702,29035645.7,20633702,20633702
5328004.5,4.9606156,1,4640588.5,7345054,11985642,4.9606495,-4.19E-06,0.6187606,0.25866023,10842171,0.19101566,898415.8,898786.06,1,0.6377574,276.44934,101325,0,10842171,-5327750.5,2.08E+07,29461667.21,20810510,20810510
5331604.5,5.4812083,1,4665440.5,7539595,12205036,5.4811044,2.32E-05,0.62593627,0.28580183,1.09E+07,0.21105923,897627.4,898078.2,1,0.6546494,276.44946,101325,0,1.09E+07,-5369031,20928782,29803329.56,20928782,20928781.5
5335204.5,6.5003676,1,4705011,7779125,12484136,6.50018,4.48E-05,0.6369062,0.33901545,11023711,0.25035647,896775.56,897409.3,1,0.67144257,274.85,101325,0,11023711,-5470913,21199634,30325651.81,21199634,21199635
5338804.5,6.810581,1,4729953.5,7972190,12702143,6.8105583,-3.23E-05,0.6435786,0.3551503,11078008,0.26227176,897505.94,898201.7,1,0.68810666,274.85,101325,0,11078008,-5511417,21319378,30643351.46,21319378,21319378.5
5342404.5,7.300083,0,4752919,8163409.5,12916329,2.5580566,4.7419567,0.64995223,0.13341698,0,0.098525904,898338.25,898455,1,0.7046115,274.85,101325,11128278,0,-5548489.5,21429686,30946825.48,21429686,21429686.5
5346004.5,7.3708673,0,4769511,8352438.5,13121949,2.613375,4.7574773,0.65594745,0.13625583,0,0.10062234,898810.8,898931.44,1,0.7209272,274.85,101325,11163928,0,-5577721,2.15E+07,31232281.88,21511160,21511160
5349604.5,8.100654,0,4785807.5,8538935,13324742,3.3283336,4.7722197,0.6617045,0.17357486,0,0.12818174,897900.94,898078.9,1,0.7370243,274.85,101325,11199056,0,-5606570,21591434,31506398.06,21591434,21591433.5
5353204.5,8.650131,0,4801750,8722562,13524312,3.8632417,4.7868066,0.6672257,0.2014813,0,0.1487901,897994.44,898225.44,1,0.75287384,274.85,101325,11233512,0,-5634992,21670254,31769284.48,21670254,21670254
5356804.5,8.76025,0,4817283,8902988,13720271,3.9589348,4.8012924,0.67251384,0.20644905,0,0.1524587,898480.94,898722.44,1,0.768447,274.85,101325,11267154,0,-5662940,21747376,32021073.98,21747376,21747377
5360404.5,8.9705,0,4832355,9079886,13912241,4.1551957,4.815275,0.6775718,0.21667875,0,0.16001314,898321,898585,1,0.78371567,274.85,101325,11299851,0,-5690368.5,21822574,32261903.69,21822574,21822574.5
5364004.5,9.390477,0,4846917,9252937,14099854,4.5617194,4.8286996,0.6824026,0.23788787,0,0.17567568,897984.9,898299.7,1,0.7986523,274.85,101325,11331487,0,-5717232,21895636,32491917.4,21895636,21895636
5367604.5,9.790191,0,4864355,9460247,14324601,4.9302397,4.8598895,0.6892565,0.25711235,0,0.18987258,897916.1,898281.94,1,0.81322986,273.75,101325,11404769,0,-5775121,22044244,32818258.99,22044244,22044245
5371204.5,9.950513,0,4869150.5,9625343,14494493,5.0866833,4.8638053,0.693199,0.26525214,0,0.19588366,898146.9,898535.75,1,0.827422,273.75,101325,11413623,0,-5792998.5,22075772,33005977.19,22075772,22075772
5374804.5,10.379916,0,4872701.5,9785657,14658359,5.513733,4.866092,0.6969412,0.28755438,0,0.21235344,897727.44,898183.56,1,0.8412031,273.75,101325,11419549,0,-5810569,2.21E+07,33184158.3,22102820,22102819.5
5378404.5,10.309259,0,4875519.5,9940900,1.48E+07,5.4413657,4.8679066,0.70048696,0.28378436,0,0.20956935,898322.3,898766.7,1,0.8545482,273.75,101325,11423915,0,-5827697.5,22127132,33352986.11,22127132,22127132
5382004.5,9.689138,0,4878054.5,10090791,14968846,4.819527,4.8696985,0.7038398,0.2513381,0,0.1856084,899112,899462,1,0.86743325,273.75,101325,11427878,0,-5844266.5,2.22E+07,33512628.24,22150200,22150199
5385604.5,8.968707,0,4886020,10257739,15143759,4.083394,4.885418,0.7083834,0.21295957,0,0.1572666,899406.5,899662.1,1,0.8798349,273.14975,101325,11465003,0,-5880686.5,2.22E+07,33728967.21,22231710,22231709.5
5389204.5,7.889485,0,4883726.5,10373451,15257177,3.0153697,4.8742657,0.70998126,0.15722345,0,0.11610653,900043.5,900194.5,1,0.8917307,273.74976,101325,11438166,0,-5875332.5,22197224,33805047.71,22197224,22197225
5392804.5,7.4587774,0,4892521.5,10528976,15421497,2.5679238,4.8909206,0.71470004,0.13393919,0,0.09891155,899395.25,899512.7,1,0.90309924,273.14966,101325,11478094,0,-5909866,22280482,34029727.7,22280482,22280481.5
5396404.5,6.4395204,1,4897448,10655091,1.56E+07,6.4529567,-0.013294701,0.71927154,0.33647892,11489016,0.24848329,899165.3,899789.94,1,0.9139199,273.15067,101325,0,11489016,-5922784.5,22309248,34247395.11,22309248,22309248.5
5400004.5,6.039508,1,4895233,10730934,15626167,6.0429354,-0.003370991,0.72103447,0.31513336,11446054,0.23272,898547.5,899095.25,1,0.92417324,274.25162,101325,0,11446054,-5897614.5,22238902,34331335.25,22238902,22238901.5
5403604.5,5.629928,1,4890911,10775033,15665944,5.6308446,-0.000858214,0.721108,0.2936214,11378745,0.21683381,898664.44,899140.1,1,0.9338406,275.95093,101325,0,11378745,-5851612.5,22121268,34334836.31,22121268,22121268.5
5407204.5,5.570048,1,4900934,10879631,15780565,5.570254,-0.000190652,0.7248018,0.29047576,11402324,0.21451083,898275,898740.56,1,0.9429045,275.95056,101325,0,11402324,-5861636.5,22164894,34510712.91,22164894,22164894.5
5410804.5,5.6101565,1,4908426,10956632,15865057,5.6101913,-3.89E-05,0.7270496,0.29255873,11403631,0.21604906,898149.06,898621.25,1,0.9513486,276.45062,101325,0,11403631,-5854023.5,2.22E+07,34617739.65,22166080,22166080.5
5414404.5,5.740505,1,4916194.5,11021855,1.59E+07,5.740482,7.74E-07,0.7287744,0.2993412,11402709,0.22105779,898010.44,898504.75,1,0.95915765,277.05057,101325,0,11402709,-5842217,2.22E+07,34699864.28,22161120,22161120.5
5418004.5,6.161072,1,4934717.5,11174855,16109573,6.1609874,2.01E-05,0.7355999,0.32125834,11502542,0.23724316,897561.75,898131.1,1,0.96631753,275.34637,101325,0,11502542,-5906832.5,22344092,35024853.64,22344092,22344092
5421604.5,7.0501566,0,4954515.5,11387877,16342392,1.9901876,5.0598917,0.7458863,0.06576787,0,0.048568323,951759.06,951840.75,1,0.97281533,272.0462,101325,1.17E+07,0,-6025880,22641066,35514630.29,22641066,22641065.5
5425204.5,7.179337,0,4966003,11573667,1.65E+07,2.1572096,5.0221133,0.75472903,0.11252398,0,0.083096825,898861.8,898953,1,0.97863925,269.24783,101325,11786077,0,-6128963.5,22881044,35935668.03,22881044,22881043.5
5428804.5,6.6304584,1,4969093,11609018,1.66E+07,6.6420956,-0.011573671,0.75535923,0.34632254,11771933,0.2557526,898565.3,899227.06,1,0.9837788,269.84973,101325,0,11771933,-6113633,2.29E+07,35965674.38,22854660,22854659
5432404.5,7.0114846,0,4972885,11686994,16659879,1.7337312,5.2776666,0.75851816,0.08033324,0,0.05932457,1022865,1022933.1,1,0.9882246,269.2486,101325,11802387,0,-6139503,22914774,36116083.67,22914774,22914775
5436004.5,8.240411,0,4974441,11824964,16799406,3.1752522,5.0649967,0.76513726,0.16561948,0,0.12230684,897354.7,897519.06,1,0.99196875,267.04938,101325,11886514,0,-6221229.5,23082184,36431245.5,23082184,23082184.5
5439604.5,8.580423,0,4975671.5,11861107,16836778,3.5138464,5.066529,0.76632917,0.18324149,0,0.13532035,898290.75,898486,1,0.9950044,267.0504,101325,11889517,0,-6224653.5,23089842,36487997.1,23089842,23089842
5443204.5,8.930435,0,4977389,11867385,16844774,3.8700097,5.0603766,0.7660696,0.20181556,0,0.14903696,898206.75,898438.5,1,0.9973261,267.55,101325,11875106,0,-6209538,23062034,36475637.93,23062034,23062033
5446804.5,9.290472,0,4977263,11907916,16885178,4.222197,5.0682206,0.76786923,0.22017932,0,0.16259824,898119.1,898391.1,1,0.9989296,267.05,101325,11893472,0,-6229143.5,23099878,36561325.52,23099878,23099878.5
5450404.5,9.680315,0,4977621,11918435,16896056,4.6117125,5.0685472,0.76821446,0.2404997,0,0.17760447,897992.9,898314.3,1,0.99981207,267.05,101325,11894359,0,-6230149.5,2.31E+07,36577763.3,23102130,23102129.5
5454004.5,9.939867,0,4977686,11920341,16898026,4.871297,5.0685244,0.76827693,0.2540477,0,0.18760939,898081.06,898438.44,1,0.99997187,267.05,101325,1.19E+07,0,-6230332,23102538,36580737.75,23102538,23102538
5457604.5,9.830388,0,4971033.5,12033807,1.70E+07,4.722653,5.107751,0.7746107,0.24625696,0,0.18185608,898552.44,898888.9,1,0.9994087,264.25,101325,1.20E+07,0,-6330276.5,2.33E+07,36882313.87,23287240,23287240
5461204.5,10.150449,0,4976936,11898308,16875244,5.082534,5.067857,0.7675537,0.26504967,0,0.19573414,897949.9,898338.1,1,0.99812365,267.05,101325,11892662,0,-6228224.5,23097822,36546301.87,23097822,23097822.5
5464804.5,10.520328,0,4976122.5,11874411,16850534,5.453293,5.066989,0.7667678,0.28438544,0,0.21001326,897807.44,898253.7,1,0.99611896,267.05,101325,11890649,0,-6225939,2.31E+07,36508882.03,23092710,23092710.5
5468404.5,10.79062,0,4975020,11841978,16816998,5.724639,5.0659347,0.7656987,0.29852146,0,0.22045241,897851.6,898343.25,1,0.9933983,267.05002,101325,11887922,0,-6222837,2.31E+07,36457977.9,23085780,23085779
5472004.5,11.301909,0,4974155,11707396,16681551,6.270717,5.031088,0.7591922,0.32696334,0,0.24145621,897374.94,897964.75,1,0.9899666,269.25327,101325,11805234,0,-6141255,22920644,36148177.41,22920644,22920644
5475604.5,12.869829,0,0,11539916,11539916,5.7695346,7.100101,0.75100523,0.3009436,0,0.22224115,896278.06,896777.4,0,0.98582995,272.0536,101325,16662443,0,-6039457.5,2.27E+07,35758363.02,22701900,22701900.5
5479204.5,12.730426,0,0,11344306,11344306,5.6948066,7.035638,0.74136543,0.29695642,0,0.21929668,898263.06,898749.56,0,0.980996,275.3534,101325,16509799,0,-5921716.5,22431516,35299373.58,22431516,22431515.5
5482804.5,13.080073,0,0,11209246,11209246,6.0881057,6.9919167,0.7352113,0.31749672,0,0.23446529,897600.5,898156.5,0,0.97547334,277.05283,101325,16407686,0,-5858874,2.23E+07,35006350.84,22266560,22266560
5486404.5,13.139805,0,0,11021424,11021424,6.2186847,6.9211073,0.72620285,0.32430667,0,0.23949431,897881.9,898461.94,0,0.9692721,279.853,101325,16241499,0,-5759564.5,22001064,34577422.5,22001064,22001063.5
5490004.5,12.979805,0,0,10877323,10877323,6.112234,6.867589,0.71975803,0.31874833,0,0.23538959,898222.06,898782.44,0,0.96240336,281.44974,101325,16116077,0,-5700276.5,21816354,34270558.84,21816354,21816353.5
5493604.5,12.820281,0,0,10837413,10837413,5.9488235,6.8715086,0.7193672,0.31020486,0,0.22908041,898283.2,898814,0,0.9548795,280.34937,101325,1.61E+07,0,-5728594.5,21853524,34251949.86,21853524,21853524.5
5497204.5,13.049829,0,0,10765073,10765073,6.186761,6.8630238,0.7172804,0.32264766,0,0.23826917,897767.7,898341.8,0,0.94671434,279.84933,101325,16105612,0,-5736433.5,21842046,34152588.97,21842046,21842045.5
5500804.5,12.91011,0,0,10689272,10689272,6.051027,6.859113,0.71513736,0.31554353,0,0.2330229,898236.4,898785.6,0,0.9379224,279.24924,101325,16096032,0,-5746669.5,2.18E+07,34050550.26,21842700,21842701.5
5504404.5,12.999914,0,0,10626019,10626019,6.129826,6.8700724,0.7138589,0.31966993,0,0.23607017,897977.75,898541.4,0,0.9285197,278.14816,101325,16122165,0,-5772530.5,21894696,33989677.66,21894696,21894695.5
5508004.5,12.929865,0,0,10622075,10622075,6.0005956,6.9293113,0.7161719,0.31292224,0,0.23108712,898213.06,898753.1,0,0.9185232,275.3481,101325,16261097,0,-5854250.5,22115348,34099808.85,22115348,22115347.5
5511604.5,12.82,0,0,10542666,10542666,5.8704414,6.949567,0.71425295,0.30613148,0,0.22607228,898266.6,898783.56,0,0.90795094,274.24918,101325,16308472,0,-5878601.5,22187074,34008439.96,22187074,22187073.5
5515204.5,12.820135,0,0,10432721,10432721,5.8628764,6.957257,0.7112415,0.3057384,0,0.22578199,898153.9,898669.5,0,0.8968221,273.74866,101325,16326596,0,-5881809.5,22208406,33865052.78,22208406,22208405.5
5518804.5,12.930172,0,0,1.03E+07,1.03E+07,5.944824,6.9853344,0.7110942,0.31001323,0,0.22893888,898012.06,898542.2,0,0.88515675,272.54855,101325,16392512,0,-5907973.5,22300486,33858039.24,22300486,22300485.5
5522404.5,13.070184,0,0,10241542,10241542,6.058273,7.0118957,0.71057236,0.31592986,0,0.2333082,897940.06,898490.56,0,0.872976,271.44888,101325,16454814,0,-5930565.5,2.24E+07,33833192.35,22385380,22385379.5
5526004.5,13.220024,0,0,10052168,10052168,6.2406063,6.9794064,0.7047866,0.3254491,0,0.24033798,897840.7,898424.9,0,0.8603018,272.55,101325,16378608,0,-5876556.5,22255164,33557709.17,22255164,22255164.5
5529604.5,13.24043,0,0,9898580,9898580,6.263656,6.9767585,0.70135075,0.32662663,0,0.24120755,897992.9,898581.4,0,0.8471571,272.55,101325,1.64E+07,0,-5859938,22231928,33394114.61,22231928,22231928
5533204.5,13.590246,0,0,9739771,9739771,6.617137,6.9730706,0.69772094,0.34508026,0,0.25483522,897510.8,898167.6,0,0.8335657,272.55,101325,16363629,0,-5842846,22206476,33221284.84,22206476,22206475
5536804.5,13.790296,0,0,9614771,9614771,6.792555,6.997695,0.69652385,0.35421753,0,0.2615829,897653.1,898345.2,0,0.8195521,271.4493,101325,16421324,0,-5864449.5,22285774,33164286.59,22285774,22285773.5
5540404.5,14.030234,0,0,9463003,9463003,7.026915,7.003274,0.6937259,0.36644644,0,0.27061373,897529.94,898270.6,0,0.80514175,270.94928,101325,16434512,0,-5865089.5,22299602,33031065,22299602,22299601.5
5544004.5,14.220702,0,0,9309642,9309642,7.218146,7.002523,0.69067305,0.37639967,0,0.277964,897517.1,898298.6,0,0.7903605,270.34927,101325,16432327,0,-5864530.5,22296858,32885706.6,22296858,22296857.5
5547604.5,14.79032,0,0,9148122,9148122,7.7959547,6.994276,0.6870019,0.40656078,0,0.30023742,896893.9,897805.5,0,0.77523524,269.8495,101325,16413408,0,-5857577.5,22270986,32710908.47,22270986,22270985.5
5551204.5,15.049865,0,0,8965876,8965876,8.077499,6.9723277,0.6818871,0.4212467,0,0.3110827,897143.5,898122.2,0,0.7597932,269.8502,101325,16361925,0,-5831890.5,22193816,32467372.38,22193816,22193815.5
5554804.5,14.939889,0,0,8764239,8764239,8.002768,6.937162,0.6753036,0.41733298,0,0.30819246,897573.4,898534.06,0,0.74406236,270.35107,101325,16279041,0,-5786882.5,22065924,32153905.61,22065924,22065923.5
5558404.5,14.849716,0,0,8522671,8522671,7.97863,6.8710966,0.6654816,0.4160815,0,0.30726826,897518.1,898473,0,0.72807115,272.0528,101325,16123973,0,-5695547.5,2.18E+07,31686240.9,21819520,21819520.5
5562004.5,14.620049,0,0,8247172.5,8247172.5,7.8425193,6.7775626,0.652625,0.40896794,0,0.30201504,897721.9,898644.5,0,0.71184844,274.8527,101325,15904216,0,-5561353.5,2.15E+07,31074086.75,21465570,21465569.5
5565604.5,14.660866,0,0,8009131,8009131,7.949239,6.711594,0.6424242,0.41451353,0,0.30611035,897394.5,898342.4,0,0.69542354,276.45148,101325,15749084,0,-5468461,21217546,30588385.86,21217546,21217545
5569204.5,15.35948,0,0,7800533.5,7800533.5,8.696721,6.662684,0.63433874,0.45356995,0,0.33495277,896421.9,897556.4,0,0.67882615,277.04993,101325,15635734,0,-5405406,2.10E+07,30203404.77,21041140,21041140
5572804.5,14.939901,0,0,7639443.5,7639443.5,8.2825985,6.6573715,0.6302927,0.43190974,0,0.31895712,897856.1,898885.2,0,0.6620863,275.95016,101325,15622272,0,-5406173.5,21028446,30010756.62,21028446,21028445.5
5576404.5,14.859913,0,0,7431142,7431142,8.247613,6.6123414,0.6219607,0.4301035,0,0.3176233,897466.44,898486.75,0,0.6452343,276.45013,101325,15516852,0,-5345990,20862842,29614036.77,20862842,20862842
5580004.5,14.790248,0,0,7236125,7236125,8.210916,6.579342,0.6146488,0.42817715,0,0.31620067,897475.94,898487.2,0,0.6283004,276.44983,101325,1.54E+07,0,-5304641,2.07E+07,29265887.96,20743870,20743871
