Time,heatingGroupFmu.mSteDem,heatingGroupFmu.absChiOn,heatingGroupFmu.pSteTur,heatingGroupFmu.pGasTur,heatingGroupFmu.pGenTot,heatingGroupFmu.mSteBoi,heatingGroupFmu.mSteChp,heatingGroupFmu.mFueChp,heatingGroupFmu.mFueBoi,heatingGroupFmu.qAbsChi,heatingGroupFmu.boilerFWPum.boi.y,heatingGroupFmu.preChp.p,heatingGroupFmu.preBoi.p,heatingGroupFmu.ext,heatingGroupFmu.yChp,heatingGroupFmu.TAmb,heatingGroupFmu.boilerFWPum.port_a.p,heatingGroupFmu.chp.botCycExp.Qboi,heatingGroupFmu.chp.botCycExp.QsteAbs,heatingGroupFmu.chp.botCycExp.Qlos,heatingGroupFmu.chp.botCycExp.exhQ.y,heatingGroupFmu.qFueChp,qUse,qUseSum
432000.34,16.510038,0,0,2670617.5,2670617.5,13.558395,2.9516852,0.29276168,0.7070552,0,0.5221468,895789.56,898547.06,0,0.22999845,274.24997,101325,6926694.5,0,-4067765.8,1.10E+07,13939554.63,10994460,10994460.3
435600.34,16.900005,0,0,2754595.5,2754595.5,13.927014,2.9729156,0.29676884,0.7262787,0,0.53634304,894648.3,897557.75,0,0.23679288,273.74997,101325,6976443.5,0,-4110886,11087329,14130351.55,11087329,11087329.5
439200.34,16.950071,0,0,2841272,2841272,13.947552,3.0024126,0.30087715,0.7273501,0,0.53713423,895031,897949,0,0.2442438,273.74994,101325,7045693,0,-4139348.8,11185042,14325964.62,11185042,11185041.8
442800.34,17.690058,0,0,2948433.8,2948433.8,14.668887,3.0210083,0.3055504,0.7649645,0,0.5649118,893854.1,897081.8,0,0.25233775,272.54987,101325,7089170.5,0,-4212472.5,11301643,14548476.75,11301643,11301643
446400.34,18.280033,0,0,3068288.2,3068288.2,15.24291,3.0370045,0.31054434,0.79490036,0,0.5870188,893725.9,897211.06,0,0.26106012,270.9499,101325,7126759,0,-4303621.5,1.14E+07,14786258.2,11430380,11430380.5
450000.38,18.620054,0,0,3178003.2,3178003.2,15.545418,3.0745196,0.3151822,0.8106756,0,0.5986685,893862.56,897487.5,0,0.2703951,270.94998,101325,7214867,0,-4339801.5,11554668,15007085.27,11554668,11554668.5
453600.38,19.169996,0,0,3301944,3301944,16.062555,3.1074114,0.3201233,0.8376424,0,0.61858296,893330.44,897200.56,0,0.28032583,270.35,101325,7292013,0,-4400453,11692466,15242350.81,11692466,11692466
457200.38,19.129992,0,0,3411984.2,3411984.2,15.966873,3.1631804,0.32453164,0.8326535,0,0.6148988,894073.75,897897.9,0,0.29083437,271.45,101325,7422994,0,-4400433,11823427,15452249.51,11823427,11823427
460800.38,19.039978,0,0,3541823.2,3541823.2,15.832052,3.2079794,0.32971272,0.82562447,0,0.609708,894207.06,897966.9,0,0.30190176,271.45,101325,7528152.5,0,-4442767.5,1.20E+07,15698941.45,11970920,11970920
464400.38,18.829945,0,0,3677983.5,3677983.5,15.576506,3.253534,0.33671597,0.81229866,0,0.5998671,894492,898131.4,0,0.3135079,271.45,101325,7635095,0,-4485535,1.21E+07,16032394.2,12120630,12120630
468000.38,18.299969,0,0,3804835,3804835,14.986498,3.3135445,0.34333438,0.78153175,0,0.57714635,895195,898563.94,0,0.32563192,272.55005,101325,7776027,0,-4488866,12264893,16347523.17,12264893,12264893
471600.38,17.999931,0,0,3952291.8,3952291.8,14.637298,3.3627875,0.3504267,0.7633198,0,0.56369716,895116.4,898330.1,0,0.33825186,272.55005,101325,7891565.5,0,-4535022.5,12426588,16685216.89,12426588,12426588
475200.38,17.349936,0,0,4096223.2,4096223.2,13.929196,3.4209256,0.35725996,0.7263935,0,0.5364278,895888.7,898799,0,0.35134488,273.15005,101325,8028074,0,-4559987.5,12588061,17010575.74,12588061,12588061.5
478800.38,16.739973,0,0,4244709,4244709,13.25874,3.481293,0.3640553,0.6914324,0,0.5106097,896171.25,898808.2,0,0.36488736,273.75003,101325,8169785,0,-4586119.5,12755904,17334129.05,12755904,12755904.5
482400.38,16.490063,0,0,4407191.5,4407191.5,12.952898,3.5371583,0.3710791,0.67548,0,0.49882916,895898.4,898415.06,0,0.3788548,273.75,101325,8300787.5,0,-4636409,12937196,17668560.27,12937196,12937196.5
486000.38,17.070024,0,0,4574324,4574324,13.474449,3.5955172,0.3780408,0.70267534,0,0.5189124,894693.1,897416.56,0,0.39322197,273.75,101325,8437592,0,-4687959.5,13125552,18000034.65,13125552,13125551.5
489600.4,17.290062,0,0,4745804,4745804,13.588441,3.701524,0.39221308,0.708628,0,0.5233083,895211.5,897981.2,0,0.40796286,273.75,101325,8687258,0,-4751662.5,13438921,18674833.59,13438921,13438920.5
493200.4,17.859978,0,0,4921322.5,4921322.5,13.858941,4.00085,0.41354448,0.7227386,0,0.5337287,894892.75,897773.8,0,0.42305088,273.74997,101325,9390679,0,-4795235,14185915,19690506.87,14185915,14185914
496800.4,17.66,0,0,5111859.5,5111859.5,13.164234,4.495802,0.43755147,0.6865069,0,0.5069723,896344.8,898944.25,0,0.43845874,273.14993,101325,10553229,0,-4834334.5,15387563,20833575.69,15387563,15387563.5
500400.4,17.659986,0,0,5306602,5306602,12.511083,5.1489162,0.4640091,0.6524449,0,0.48181817,896565.1,898913,0,0.45415857,272.54993,101325,12086569,0,-4862845,16949414,22093329.29,16949414,16949414
504000.4,17.529905,0,0,5481011.5,5481011.5,11.860613,5.6694307,0.4877032,0.6185401,0,0.45678014,896869.3,898979.44,0,0.470122,273.14996,101325,1.33E+07,0,-4872027,18179826,23221500.16,18179826,18179827
507600.4,16.689928,0,0,5692835.5,5692835.5,10.262567,6.4275155,0.52151024,0.53515506,0,0.39520183,898277.1,899856.94,0,0.4863202,272.05,101325,15085591,0,-4939666,20025258,24831188.57,20025258,20025257
511200.4,16.04991,0,0,5884856,5884856,9.283072,6.7670336,0.54873496,0.48409975,0,0.35749844,898000.75,899293.4,0,0.5027239,272.05,101325,15881029,0,-5005868,20886898,26127466.39,20886898,20886897
514800.4,15.249776,0,0,6078934.5,6078934.5,8.382964,6.867058,0.5603319,0.43716323,0,0.32283673,898346,899400.1,0,0.5193034,272.05,101325,16115196,0,-5059712.5,21174908,26679643.09,21174908,21174908.5
518400.4,13.290081,0,0,6288533,6288533,6.329904,6.960293,0.5751935,0.33008355,0,0.24376044,900200.94,900802,0,0.53602874,271.45,101325,16333425,0,-5142522.5,21475948,27387263.31,21475948,21475947.5
522000.4,13.9901,0,0,6486106.5,6486106.5,7.136929,6.852972,0.5859575,0.372183,0,0.27485007,896813.75,897577.8,0,0.55286974,271.45,101325,16081035,0,-5219629,21300664,27899780.41,21300664,21300664
525600.44,14.849971,0,0,6684679.5,6684679.5,8.122865,6.727089,0.596512,0.42359665,0,0.31281808,896330.06,897319.8,0,0.5697959,271.45,101325,15785588,0,-5300179.5,21085768,28402322.37,21085768,21085767.5
529200.44,14.600064,0,0,6896494,6896494,7.940657,6.6594176,0.6084623,0.41409573,0,0.30580184,897750.6,898696.44,0,0.5867767,270.94998,101325,15627348,0,-5396373,21023722,28971323.95,21023722,21023721
532800.44,15.149992,0,0,7096352.5,7096352.5,8.486758,6.6631136,0.6177308,0.4425777,0,0.32683522,896745.75,897826.1,0,0.60378134,270.94998,101325,15636368,0,-5457330.5,21093698,29412634.31,21093698,21093698.5
536400.44,15.080082,0,0,7312125.5,7312125.5,8.369518,6.7105393,0.6268945,0.4364578,0,0.32231578,897489.06,898539.75,0,0.62077916,270.35004,101325,15747608,0,-5522119.5,21269726,29848954.72,21269726,21269727.5
540000.44,15.769754,0,0,7495466,7495466,9.0404,6.7295527,0.632742,0.4714456,0,0.3481536,896374.2,897600.1,0,0.6377394,270.95007,101325,15792099,0,-5539756.5,21331856,30127377.59,21331856,21331855.5
543600.44,13.720068,0,0,7679946,7679946,6.9691925,6.7508855,0.6386062,0.36344242,0,0.2683953,900222.94,900951.5,0,0.6546315,271.45,101325,15842878,0,-5561203.5,21404082,30406595.61,21404082,21404081.5
547200.44,14.279835,0,0,7876960,7876960,7.4946513,6.785299,0.6454965,0.39083743,0,0.28862602,897051.56,897894.1,0,0.6714248,271.45,101325,15923085,0,-5601833,21524918,30734670.35,21524918,21524918
550800.44,12.919531,0,0,8072460,8072460,6.0997324,6.8203063,0.65213925,0.31809777,0,0.23490916,899677,900235.06,0,0.688089,271.45,101325,16005688,0,-5641989.5,21647678,31050958.25,21647678,21647677.5
554400.44,9.08986,0,4778191,8247934.5,13026126,4.288451,4.801671,0.65697104,0.22364506,0,0.16515763,902952.44,903232.44,1,0.704594,272.05005,101325,11268745,0,-5655299.5,21702236,31281019.1,21702236,21702235.5
558000.44,7.9499307,0,4794777.5,8438927,13233705,3.1323788,4.8176517,0.66292614,0.16335052,0,0.12063126,900094.4,900255.1,1,0.72090995,272.05005,101325,11305806,0,-5683341.5,21783926,31564565.23,21783926,21783925
561600.44,7.390025,0,4806692.5,8611536,13418228,2.5676868,4.8223577,0.6674026,0.13390154,0,0.09888374,899535.25,899652.7,1,0.7370073,272.55008,101325,11316746,0,-5692255,21815694,31777707.4,21815694,21815693.5
565200.44,7.5899425,0,4817304,8777334,13594638,2.7656484,4.824321,0.67141175,0.14422745,0,0.10650922,898627.5,898759.1,1,0.7528571,273.15,101325,11321347,0,-5697526.5,21836178,31968599.06,21836178,21836177.5
568800.44,7.1300707,0,4832881,8958901,13791782,2.291083,4.839029,0.6766759,0.11947431,0,0.08822951,899489.44,899588.8,1,0.76843053,273.15,101325,11355874,0,-5724783,21913538,32219246.3,21913538,21913538
572400.44,7.6900244,0,4848005.5,9136918,13984923,2.8366077,4.8533754,0.68171006,0.14792556,0,0.10924022,898198.3,898335.25,1,0.7836996,273.15,101325,11389439,0,-5751533,21988978,32458942.8,21988978,21988977.5
576000.44,7.880027,0,4868082.5,9331645,14199728,2.999189,4.880799,0.6879712,0.1564039,0,0.115501314,898606.7,898756.4,1,0.79863656,272.54993,101325,1.15E+07,0,-5799205.5,22121188,32757060.72,22121188,22121188
579600.44,8.090094,0,4879980.5,9519444,14399424,3.1910756,4.898884,0.6933335,0.16641232,0,0.122892335,898533.3,898699.06,1,0.81321454,272.04993,101325,11496317,0,-5835390.5,22211688,33012381.27,22211688,22211688
583200.44,8.819947,0,4890269.5,9706902,14597172,3.9030719,4.916867,0.6986651,0.20354132,0,0.1503114,897779.56,898014.94,1,0.8274071,271.44992,101325,11538422,0,-5874002,22302694,33266240.07,22302694,22302693.5
586800.5,8.409985,0,4898240,9886646,14784886,3.4788704,4.9311953,0.7035358,0.18141785,0,0.13397363,899185.1,899377.06,1,0.84118867,270.94992,101325,11572162,0,-5908561,22378964,33498153.58,22378964,22378963
590400.5,8.290154,0,4906152,10065519,14971671,3.3428621,4.9471846,0.7084238,0.17432487,0,0.1287356,898876.94,899056.2,1,0.85453427,270.34995,101325,11609627,0,-5946019.5,22461798,33730890.81,22461798,22461798.5
594000.5,9.469964,0,4903038,10194942,1.51E+07,4.535014,4.9349456,0.7103213,0.23649621,0,0.17464796,897090.94,897402.2,1,0.8674198,270.95,101325,11580666,0,-5940957,22424662,33821238.38,22424662,22424661
597600.5,9.199966,0,4905271.5,10340709,1.52E+07,4.263387,4.9366302,0.713432,0.22233126,0,0.1641874,898842.7,899119.7,1,0.87982196,270.94998,101325,11584872,0,-5956277.5,22446422,33969351.25,22446422,22446421
601200.5,8.949963,0,4912941.5,10503507,15416449,3.9972074,4.952818,0.7177243,0.20844857,0,0.1539353,898882.44,899128.25,1,0.8917183,270.34998,101325,11622843,0,-5991497,22527282,34173724.82,22527282,22527281.5
604800.5,8.670003,0,4911074,10614152,15525227,3.7281868,4.941842,0.7196859,0.19442278,0,0.14357753,898970.44,899187.1,1,0.90308744,270.94998,101325,11597141,0,-5984665,2.25E+07,34267124.44,22492880,22492880
608400.5,8.690051,0,4920150,10764887,15685037,3.7302573,4.959723,0.72564894,0.1945283,0,0.14365545,898631.25,898848.2,1,0.9139087,270.34998,101325,11639037,0,-6017980,22577166,34551048.63,22577166,22577167
612000.5,9.070014,0,4925072,10885664,15810736,4.1053476,4.9646378,0.72996426,0.21408877,0,0.15810049,898119.06,898377.25,1,0.9241626,270.35004,101325,11650459,0,-6029893.5,22605424,34756518.28,22605424,22605424.5
615600.5,9.169991,0,4926468.5,10975481,1.59E+07,4.212963,4.9570107,0.7326151,0.21970351,0,0.16224687,898423.94,898694.8,1,0.93383056,270.95,101325,11632674,0,-6020466.5,2.26E+07,34882735.37,22579610,22579609
619200.5,9.100057,0,4932744,11082019,16014762,4.1367264,4.9632874,0.7363509,0.21572551,0,0.1593092,898640.3,898902.2,1,0.9428952,270.95,101325,11647393,0,-6030680.5,22610818,35060611.75,22610818,22610817.5
622800.5,9.509998,0,4939172.5,11181272,16120444,4.5402246,4.969762,0.7398007,0.23676735,0,0.17484818,897993.56,898305.56,1,0.95133996,270.95,101325,11662517,0,-6040081,2.26E+07,35224870.53,22641770,22641770.5
626400.5,9.500011,0,4948154.5,11297777,16245931,4.5122867,4.98774,0.7443562,0.23530903,0,0.17377125,898487,898795.3,1,0.9591497,270.35,101325,11704739,0,-6069306,2.27E+07,35441776.11,22722200,22722199.5
630000.5,9.580123,0,4953821,11382121,16335942,4.5865407,4.993436,0.7472399,0.23918378,0,0.17663267,898363.1,898681.2,1,0.96631026,270.35,101325,11718121,0,-6077185.5,22749128,35579080.6,22749128,22749127.5
633600.5,10.460074,0,4959168.5,11458666,16417835,5.461057,4.998876,0.7498392,0.2847884,0,0.21031082,897223.3,897670.8,1,0.9728088,270.35,101325,11730758,0,-6084296,22774222,35702843.67,22774222,22774222.5
637200.5,10.989856,0,4962973.5,11502054,16465027,5.996235,4.9937353,0.75075316,0.31269714,0,0.23092088,897475.2,898014.5,1,0.9786334,270.95007,101325,11718689,0,-6069868.5,22751532,35746360.96,22751532,22751531
640800.5,9.970053,0,4967194,11541343,16508537,4.9795623,4.990471,0.7516121,0.25967994,0,0.1917687,899528.9,899901.9,1,0.98377365,271.45007,101325,1.17E+07,0,-6058103.5,22736558,35787258.53,22736558,22736557.5
644400.5,10.339927,0,4971296,11568044,1.65E+07,5.3540983,4.985876,0.7519496,0.27921045,0,0.2061916,897828.5,898258.75,1,0.9882203,272.05008,101325,11700274,0,-6042103.5,22713674,35803328.25,22713674,22713673.5
648000.5,9.830034,0,4975305,11590582,16565887,4.847425,4.982589,0.7522362,0.25278878,0,0.18667972,898974.75,899328.7,1,0.9919651,272.55005,101325,11692711,0,-6028792.5,22696808,35816974.43,22696808,22696808.5
651600.5,10.069999,0,4978959.5,1.16E+07,1.66E+07,5.076366,4.993589,0.75459385,0.2647272,0,0.19549602,898062.25,898449.56,1,0.99500155,272.05,101325,11718452,0,-6049254,22746666,35929231.57,22746666,22746665.5
655200.5,10.059981,0,4981610,11674617,16656227,5.063747,4.996253,0.75549537,0.26406947,0,0.19501027,898351.8,898737.25,1,0.997324,272.04996,101325,11724741,0,-6051697,22758048,35972156.55,22758048,22758048
658800.5,9.930063,0,4983036.5,11719138,16702174,4.923529,5.006495,0.75753057,0.25675574,0,0.18960924,898527.25,898892.1,1,0.99892825,271.44995,101325,11748773,0,-6074222.5,22806032,36069060.56,22806032,22806032
662400.5,10.360091,0,4983975,11729499,16713474,5.352513,5.007479,0.75787276,0.2791276,0,0.20613043,897769.1,898199.2,1,0.99981153,271.44995,101325,11750996,0,-6075158,22810128,36085353.59,22810128,22810129
666000.56,10.980012,0,4982993,11778623,16761616,5.95709,5.0228987,0.76052517,0.31065324,0,0.22941151,897393.94,897926.25,1,0.99997205,270.34995,101325,11787111,0,-6113729,22883832,36211645.44,22883832,22883833
669600.56,11.060055,0,4983102,11746246,16729348,6.0460157,5.0139847,0.7588946,0.3152945,0,0.23283899,897987.25,898535.56,1,0.9994097,270.94995,101325,11766306,0,-6092154,22841562,36134007.48,22841562,22841562
673200.56,11.42999,0,4981323.5,11756872,16738196,6.4087696,5.0211854,0.75980777,0.33421072,0,0.24680826,897557.75,898173.9,1,0.9981254,270.34995,101325,11783162,0,-6111738.5,22876224,36177487.16,22876224,22876224
676800.56,11.360069,0,4979517,11733268,16712786,6.340686,5.019345,0.7590278,0.33065996,0,0.24418609,898082.1,898685.2,1,0.99612147,270.34995,101325,11778888,0,-6109577,22867982,36140349.67,22867982,22867982
680400.56,11.819991,0,4974374,11867626,1.68E+07,6.745237,5.074747,0.7671036,0.3517515,0,0.2597618,897387.6,898070.1,1,0.9934016,266.44974,101325,11908856,0,-6244198.5,23127428,36524870.81,23127428,23127428.5
684000.56,11.760034,0,4973634,11801125,16774759,6.6957326,5.06432,0.764348,0.3491773,0,0.2578608,897976.44,898648.94,1,0.98997056,267.04984,101325,11884502,0,-6218934,2.31E+07,36393665.67,23077070,23077070
687600.56,11.980026,0,4971271,11891534,16862804,6.864636,5.115332,0.7703958,0.3579781,0,0.26436004,897605.3,898312.1,1,0.9858347,263.75,101325,12004004,0,-6331955.5,2.33E+07,36681625.62,23307230,23307230.5
691200.56,12.150067,0,0,11719478,11719478,4.961358,7.1885858,0.76218736,0.2587359,0,0.19107154,898146.3,898516.6,0,0.9810015,266.45004,101325,16869496,0,-6229897.5,23099394,36290788.96,23099394,23099393.5
694800.56,12.590068,0,0,11674468,11674468,5.394953,7.194985,0.7611403,0.28134334,0,0.20776671,897767.94,898204.75,0,0.9754796,265.94977,101325,1.69E+07,0,-6241208,23125768,36240934.24,23125768,23125768
698400.56,13.030019,0,0,11691833,11691833,5.795141,7.2348304,0.76373124,0.30220658,0,0.22317381,897648.5,898152.25,0,0.96927905,263.74997,101325,16977864,0,-6311993.5,23289856,36364299.26,23289856,23289857.5
702000.56,13.150038,0,0,11588319,11588319,5.92515,7.224829,0.7597814,0.3089916,0,0.22818443,897966.1,898492.75,0,0.962411,264.25003,101325,16954474,0,-6286015.5,2.32E+07,36176231.58,23240490,23240489.5
705600.56,13.390076,0,0,11497734,11497734,6.165773,7.2242327,0.7566984,0.32153693,0,0.23744892,897763.06,898333.4,0,0.9548879,264.25003,101325,16952992,0,-6277084.5,23230076,36029437.62,23230076,23230076.5
709200.56,13.870053,0,0,11330309,11330309,6.6856017,7.1843157,0.74942714,0.3486538,0,0.25747418,897344.06,898014.56,0,0.94672334,265.94992,101325,16859442,0,-6207804,23067246,35683223.84,23067246,23067246
712800.56,14.210014,0,0,11269407,11269407,7.00241,7.207584,0.7482933,0.3651661,0,0.26966822,897434,898169.5,0,0.9379321,264.84988,101325,16913982,0,-6236037.5,2.32E+07,35629237.19,23150020,23150019.5
716400.56,14.300035,0,0,11180366,11180366,7.079653,7.2202964,0.74571043,0.36919764,0,0.27264544,897694.3,898446.2,0,0.92853004,264.2499,101325,16943886,0,-6246062.5,23189948,35506256.41,23189948,23189948.5
720000.56,14.519874,0,0,11059995,11059995,7.3017354,7.218098,0.741465,0.3807798,0,0.28119865,897431.5,898231.25,0,0.91853416,264.25018,101325,16938488,0,-6234414,23172904,35304114.51,23172904,23172902
723600.56,13.729963,0,0,10757219,10757219,6.634471,7.0955615,0.72675323,0.34598824,0,0.25550574,898723.06,899383.3,0,0.9079625,268.75043,101325,16650949,0,-6065871,2.27E+07,34603628.29,22716820,22716820
727200.56,13.4999075,0,0,10521381,10521381,6.481183,7.01889,0.7164657,0.33798465,0,0.24959524,898132.44,898762.56,0,0.89683425,271.45044,101325,16470807,0,-5959995.5,22430802,34113797.84,22430802,22430802.5
730800.56,12.929909,0,0,1.03E+07,1.03E+07,5.9902897,6.9397283,0.70719796,0.31238738,0,0.23069215,898661.4,899199.6,0,0.88516945,274.25046,101325,1.63E+07,0,-5849959.5,2.21E+07,33672523.67,22135100,22135099.5
734400.56,12.369981,0,0,10031681,10031681,5.509266,6.860741,0.6976292,0.28730285,0,0.2121677,898777.25,899232.7,0,0.8729892,277.05045,101325,16099793,0,-5739101.5,21838894,33216916.73,21838894,21838894.5
738000.56,12.249925,0,0,9823245,9823245,5.4383855,6.811628,0.69032675,0.28360584,0,0.20943752,898341.25,898785.06,0,0.86031556,278.75018,101325,15984709,0,-5664497.5,21649206,32869217.87,21649206,21649206.5
741600.56,11.790003,0,4821844,9654977,14476821,7.0496,4.7404375,0.6855911,0.36762917,0,0.27148715,898322.06,899067.5,1,0.84717137,279.25,101325,11124379,0,-5629488,21575712,32643734.64,21575712,21575711
745200.6,11.810132,0,4823019,9517990,14341009,7.060121,4.749874,0.6830143,0.3681781,0,0.27189255,897789.56,898537.25,1,0.83358043,278.74985,101325,11146569,0,-5627911.5,2.16E+07,32521042.88,21597500,21597499.5
748800.6,12.610073,0,0,9417831,9417831,5.763431,6.8465114,0.68313056,0.30055866,0,0.22195685,897302.7,897800.94,0,0.81956726,277.04956,101325,16066929,0,-5667697,21734626,32526578.48,21734626,21734626
752400.6,13.050027,0,0,9366353,9366353,6.121629,6.9283595,0.6869737,0.31923345,0,0.23574783,897622.3,898184.44,0,0.80515724,273.74957,101325,16258959,0,-5765100,22024058,32709565.75,22024058,22024059
756000.6,13.210013,0,0,9272480,9272480,6.236822,6.9731746,0.68800527,0.32524398,0,0.24018651,897892,898475.5,0,0.7903764,271.4496,101325,1.64E+07,0,-5824605.5,22188746,32758682.93,22188746,22188745.5
759600.6,13.290009,0,0,9184933,9184933,6.2670317,7.022961,0.68969446,0.32681763,0,0.24134861,897968.4,898557.5,0,0.7752515,268.74963,101325,16480913,0,-5898282,22379196,32839112.02,22379196,22379195
763200.6,13.339917,0,0,9041134,9041134,6.308177,7.031809,0.68754804,0.32896468,0,0.24293417,897943.25,898540.1,0,0.7598098,267.5499,101325,16501495,0,-5918217,22419712,32736912.38,22419712,22419712
766800.6,12.849949,0,0,8869929,8869929,5.828607,7.0214376,0.683477,0.3039545,0,0.22446463,898687.25,899196.8,0,0.7440793,267.04993,101325,16477197,0,-5912211,22389408,32543073.88,22389408,22389408
770400.6,12.549961,0,0,8679306,8679306,5.552275,6.997746,0.6779429,0.28954586,0,0.21382412,898538.4,899000.9,0,0.7280883,267.04993,101325,1.64E+07,0,-5886925.5,22308526,32279573.24,22308526,22308525.5
774000.6,12.319954,0,0,8537898,8537898,5.303954,7.016066,0.67643416,0.2765916,0,0.20425764,898537.06,898959.44,0,0.7118658,265.34988,101325,16464564,0,-5928132,22392696,32207736.09,22392696,22392696
777600.6,12.049947,0,0,8340904.5,8340904.5,5.0628457,6.9871783,0.6703841,0.26402286,0,0.19497587,898610.56,898995.9,0,0.6954411,265.3499,101325,16396741,0,-5899243,22295984,31919668.54,22295984,22295984
781200.6,11.740044,0,4800199,8173910,12974109,6.810853,4.929167,0.6667017,0.3551761,0,0.2622908,898195.2,898891,1,0.6788439,264.25,101325,11567089,0,-5904256.5,22271544,31744334.74,22271544,22271544.5
