Time,chillersFMU.mCenChi,chillersFMU.mAbsChi,chillersFMU.TWetBul,chillersFMU.Qchp,chillersFMU.mChiWat,chillersFMU.pChi,chillersFMU.pFan,chillersFMU.TchiSup,chillersFMU.TchiAbsSup,chillersFMU.QchiAbs,chillersFMU.pPumAbs,chillersFMU.pFanAbs,chillersFMU.absChiOn,chillersFMU.yVal,chillersFMU.pPum
8269200,55.27,82.23,282.95,2048858.5,137.5,207867.97,38.05,281.15,281.15,1866552.5,16400,31662.84,1,0.8,33884.92
8272800,54.16,82.24,282.21,2049315.1,136.4,207031.64,22.97,281.15,281.15,1866966.9,16400,31664.74,1,0.81,33815.29
8276400,54.24,82.26,281.01,2049771.8,136.5,207099.02,7.89,281.15,281.15,1867495.6,16400,31667.17,1,0.81,33819.64
8280000,53.33,82.27,278.84,2050228.2,135.6,206687.98,0,281.15,281.15,1867612,16400,31667.7,1,0.82,33729.49
8283600,50.63,82.27,278.67,2050684.9,132.9,204042.55,0,281.15,281.15,1867620.4,16400,31667.74,1,0.85,33555.23
8287200,52.23,82.27,277.97,2051141.5,134.5,201892.81,0,281.15,281.15,1867641.1,16400,31667.84,1,0.83,33653.91
8290800,52.43,82.27,277.44,2051598.1,134.7,196709.56,0,281.15,281.15,1867656.6,16400,31667.91,1,0.83,33666.21
8294400,60.63,82.27,277.16,2052054.8,142.9,212432.5,0,281.15,281.15,1867663.9,16400,31667.94,1,0.76,34187.61
8298000,-0.06,0.31,276.62,2052511.4,0,376.93,0,283.89,281.15,16123.61,1766.97,23392.03,1,1,30778.56
8298000,-1.37,1.63,276.62,2052511.4,0,0,0,283.89,281.15,0,0,23556.53,0,0,-0.01
8298000,-0.06,0.31,276.62,2052511.4,0,376.93,0,283.89,281.15,16123.62,1766.97,23392.03,1,1,31077.56
8301600,54.33,82.27,276.75,2052968,136.6,158358.67,0,281.15,281.15,1867674.1,16400,31667.99,1,0.81,33783.11
8305200,56.33,82.27,276.59,2053424.6,138.6,196740.02,0,281.15,281.15,1867678.1,16400,31668.01,1,0.79,33907.86
8308800,-0.06,0.31,276.52,2053881.2,0,375.58,0,283.96,281.15,15624.13,1746.77,23392.21,1,1,30778.56
8308800,-1.37,1.62,276.52,2053881.2,0,0,0,283.96,281.15,0,0,23556.71,0,0,-0.01
8308800,-0.06,0.31,276.52,2053881.2,0,375.58,0,283.96,281.15,15624.14,1746.77,23392.21,1,1,31077.56
8312400,50.63,82.27,276.69,2054337.9,132.9,149821.28,0,281.15,281.15,1867674.6,16400,31667.98,1,0.85,33554.7
8316000,43.16,81.04,276.43,2054794.5,124.2,154623,0,281.15,281.15,1840831.1,16400,31505.81,1,1,33062.01
8319600,-0.06,0.29,276.59,2055251.1,0,375.54,0,284.24,281.15,14025.94,1618.92,23392.87,1,1,30778.56
8319600,-1.37,1.6,276.59,2055251.1,0,0,0,284.24,281.15,0,0,23557.36,0,0,-0.01
8319600,-0.06,0.29,276.59,2055251.1,0,375.54,0,284.24,281.15,14025.94,1618.92,23392.87,1,1,31077.56
8323200,47.83,82.26,278.58,2055707.8,130.1,164506.8,0,281.15,281.15,1867622.9,16400,31667.6,1,0.89,33378.15
8326800,45.34,82.26,279.77,2056164.4,127.6,182265.58,0,281.15,281.15,1867590.6,16400,31667.61,1,0.96,33213.44
8330400,47.14,82.26,280.42,2056621,129.4,189952.64,0,281.15,281.15,1867563.2,16400,31667.48,1,0.91,33343.81
8334000,48.44,82.26,281.84,2057077.6,130.7,195047.88,9.21,281.15,281.15,1867355.9,16400,31666.53,1,0.89,33459.49
8337600,48.64,82.26,281.51,2057534.2,130.9,195848.27,5.67,281.15,281.15,1867395.1,16400,31666.71,1,0.88,33471.93
8341200,49.95,82.25,282.1,2057990.9,132.2,201128.19,15.07,281.15,281.15,1867050.2,16400,31665.12,1,0.86,33555.09
8344800,50.74,82.26,280.77,2058447.5,133,204266.11,1.43,281.15,281.15,1867530.5,16400,31667.33,1,0.85,33603.03
8348400,58.94,82.26,281.14,2058904.1,141.2,210700.95,15.07,281.15,281.15,1867516.8,16400,31667.27,1,0.77,34117.35
8352000,61.85,82.25,282.11,2059360.8,144.1,213000.98,32.5,281.15,281.15,1867151.1,16400,31665.59,1,0.75,34311.03
8355600,69.65,82.25,282.11,2059817.4,151.9,219449.53,43.83,281.15,281.15,1867127,16400,31665.48,1,0.71,34821.76
8359200,64.85,82.25,281.53,2060274,147.1,215430.88,27.58,281.15,281.15,1867319.8,16400,31666.36,1,0.73,34506.95
8362800,55.44,82.26,280.53,2060730.6,137.7,208005.83,4.66,281.15,281.15,1867539.4,16400,31667.37,1,0.8,33893.78
8366400,49.34,82.26,280.82,2061187.2,131.6,198650.11,0.13,281.15,281.15,1867525.4,16400,31667.31,1,0.87,33515.24
8370000,50.64,82.26,279.87,2061643.9,132.9,203969.38,0,281.15,281.15,1867577,16400,31667.54,1,0.85,33570.86
8373600,50.74,82.26,279.54,2062100.5,133,204410.39,0,281.15,281.15,1867590.8,16400,31667.61,1,0.85,33570.98
8377200,66.93,82.26,279.2,2062557.1,149.2,217171.92,5.68,281.15,281.15,1867603.6,16400,31667.67,1,0.72,34642.21
8380800,47.73,82.27,278,2063013.8,130,188706.84,0,281.15,281.15,1867640.9,16400,31667.84,1,0.9,33371.83
8384400,47.63,82.27,278.57,2063470.4,129.9,187473.55,0,281.15,281.15,1867627,16400,31667.77,1,0.9,33365.37
8388000,59.33,82.27,278.22,2063927,141.6,211361.69,0,281.15,281.15,1867637.1,16400,31667.82,1,0.76,34108.37
8391600,52.73,82.27,278.8,2064383.5,135,206287.14,0,281.15,281.15,1867617.4,16400,31667.73,1,0.83,33689.74
8395200,52.43,82.27,278.22,2064840.1,134.7,205169.75,0,281.15,281.15,1867634.6,16400,31667.81,1,0.83,33666.25
8398800,52.13,82.27,277.96,2065296.8,134.4,201173.47,0,281.15,281.15,1867643.6,16400,31667.85,1,0.83,33647.75
8402400,54.03,82.27,278.22,2065753.4,136.3,207074.33,0,281.15,281.15,1867638.9,16400,31667.83,1,0.81,33764.85
8406000,54.53,82.27,278.57,2066210,136.8,207668.78,0,281.15,281.15,1867628,16400,31667.78,1,0.81,33799.9
8409600,54.53,82.27,278.22,2066666.6,136.8,207676.53,0,281.15,281.15,1867636.2,16400,31667.81,1,0.81,33797.41
8413200,57.03,82.27,278.22,2067123.2,139.3,209577.22,0,281.15,281.15,1867639.4,16400,31667.83,1,0.78,33956.58
8416800,61.53,82.27,278.81,2067579.9,143.8,212961.8,0,281.15,281.15,1867622.9,16400,31667.75,1,0.75,34271.06
8420400,73.23,82.26,279.37,2068036.5,155.5,222558.73,13.27,281.15,281.15,1867603.1,16400,31667.66,1,0.69,35059.34
8424000,79.14,82.26,279.84,2068493.1,161.4,227839.94,23.81,281.15,281.15,1867584.9,16400,31667.58,1,0.66,35473.03
8427600,107.54,82.26,280.09,2068949.8,189.8,256471.75,57.91,281.15,281.15,1867572.4,16400,31667.52,1,0.57,37767.85
8431200,131.04,82.25,281.75,2069406.4,213.3,284173.28,127.85,281.15,281.15,1867301,16400,31666.28,1,0.51,39910.28
8434800,157.83,82.26,279.92,2069863,240.1,320193.75,112.6,281.15,281.15,1867575.9,16400,31667.54,1,0.45,42724.68
8438400,161.13,82.26,280,2070319.6,243.4,324961.25,118.71,281.15,281.15,1867571.5,16400,31667.52,1,0.44,42876.22
8442000,163.33,82.26,279.35,2070776.2,257.3,328169.03,106.52,281.15,281.15,1867596.5,16400,31667.63,1,0.43,42914.02
8445600,163.33,82.27,278.24,2071232.9,250.3,328175.56,86.93,281.15,281.15,1867634.1,16400,31667.81,1,0.43,42913.41
8449200,159.34,82.27,277.97,2071689.5,241.6,322370.16,79.26,281.15,281.15,1867644.4,16400,31667.85,1,0.44,42807.84
8452800,123.94,82.27,277.97,2072146.1,206.2,275429.1,47.25,281.15,281.15,1867644.5,16400,31667.85,1,0.53,39222.42
8456400,98.83,82.27,277.97,2072602.8,181.1,247141.95,25.14,281.15,281.15,1867644.5,16400,31667.85,1,0.59,37042.35
8460000,96.93,82.27,277.68,2073059.4,179.2,245170.12,21.26,281.15,281.15,1867650.4,16400,31667.88,1,0.6,36884.71
8463600,87.23,82.27,277.09,2073516,169.5,235471.62,9.02,281.15,281.15,1867667.8,16400,31667.96,1,0.63,36092.63
8467200,67.13,82.27,277.4,2073972.6,149.4,217454.75,0,281.15,281.15,1867660.8,16400,31667.93,1,0.72,34634.26
8470800,70.73,82.27,277.68,2074429.2,153,220509.75,0,281.15,281.15,1867653.5,16400,31667.9,1,0.7,34881.66
8474400,76.23,82.27,277.68,2074885.9,158.5,225220.66,3.67,281.15,281.15,1867650.4,16400,31667.88,1,0.68,35264.84
8478000,98.73,82.27,277.16,2075342.5,181,247039.39,18.89,281.15,281.15,1867663.1,16400,31667.94,1,0.6,37033.64
8481600,100.53,82.27,276.86,2075799.1,182.8,248929.31,18.2,281.15,281.15,1867671.2,16400,31667.98,1,0.59,37182.75
8485200,108.93,82.27,276.78,2076255.8,191.2,258028.47,24.37,281.15,281.15,1867673.5,16400,31667.99,1,0.56,37884.6
8488800,110.53,82.27,276.86,2076712.4,192.8,259814.16,26.18,281.15,281.15,1867672.8,16400,31667.98,1,0.56,38020.74
8492400,110.73,82.27,275.89,2077169,193,260040.38,19.71,281.15,281.15,1867693.1,16400,31668.08,1,0.56,38037.51
8496000,109.63,82.27,277.01,2077625.6,191.9,258807.55,26.58,281.15,281.15,1867676.1,16400,31668,1,0.56,37944.09
8499600,122.23,82.27,278.67,2078082.2,204.5,273380.25,53.67,281.15,281.15,1867630.5,16400,31667.79,1,0.53,39063.04
8503200,163.33,82.26,280,2078538.9,253.1,328165.25,121.42,281.15,281.15,1867583.2,16400,31667.57,1,0.43,42914.56
8506800,163.33,82.26,280.19,2078995.4,280,328163.2,126.79,281.15,281.15,1867575.4,16400,31667.54,1,0.43,42914.85
8510400,153.64,82.26,281.23,2079452,235.9,314203.75,155.54,281.15,281.15,1867504,16400,31667.21,1,0.46,42380.95
8514000,146.24,82.26,281,2079908.6,228.5,304021.3,126.63,281.15,281.15,1867519.8,16400,31667.28,1,0.47,41523.88
8517600,140.36,82.24,282.67,2080365.2,222.6,296061.66,209.4,281.15,281.15,1866837.8,16400,31664.15,1,0.49,40848.77
8521200,139.56,82.24,282.35,2080821.9,221.8,295030.5,186.21,281.15,281.15,1866981.1,16400,31664.81,1,0.49,40762.89
8524800,142.35,82.25,281.63,2081278.5,224.6,298758.5,150.61,281.15,281.15,1867243.6,16400,31666.01,1,0.48,41060.23
8528400,138.04,82.26,280.75,2081735.1,220.3,293126.06,107.7,281.15,281.15,1867527.4,16400,31667.31,1,0.49,40602.87
8532000,135.34,82.26,281.03,2082191.8,217.6,289633.25,111.22,281.15,281.15,1867524,16400,31667.3,1,0.5,40333.71
8535600,119.44,82.26,280.62,2082648.4,201.7,270044.12,80.87,281.15,281.15,1867530.9,16400,31667.33,1,0.54,38806.15
8539200,109.44,82.26,279.13,2083105,191.7,258579.27,46.74,281.15,281.15,1867605,16400,31667.67,1,0.57,37928.08
8542800,95.64,82.27,279.04,2083561.6,177.9,243831.06,32.2,281.15,281.15,1867610.4,16400,31667.7,1,0.61,36777.72
8546400,76.24,82.27,279.04,2084018.2,158.5,225216.16,13.37,281.15,281.15,1867610.5,16400,31667.7,1,0.67,35265.54
8550000,63.13,82.27,277.74,2084474.9,145.4,214206.62,0,281.15,281.15,1867648.6,16400,31667.87,1,0.74,34368.23
8553600,55.83,82.27,278.22,2084931.5,138.1,208622.78,0,281.15,281.15,1867635.5,16400,31667.81,1,0.79,33880.96
8557200,60.93,82.27,277.74,2085388.1,143.2,212603.89,0,281.15,281.15,1867648.1,16400,31667.87,1,0.75,34213.94
8560800,57.63,82.27,277.38,2085844.8,139.9,209930.52,0,281.15,281.15,1867658.1,16400,31667.92,1,0.78,33990.37
8564400,58.63,82.27,277.74,2086301.4,140.9,210827.52,0,281.15,281.15,1867650.8,16400,31667.88,1,0.77,34057.72
8568000,52.53,82.27,277.74,2086758,134.8,201097.17,0,281.15,281.15,1867650.5,16400,31667.88,1,0.83,33672.39
8571600,62.13,82.27,277.74,2087214.6,144.4,213582.9,0,281.15,281.15,1867650.5,16400,31667.88,1,0.75,34293.78
8575200,70.63,82.27,277.74,2087671.2,152.9,220439.25,0,281.15,281.15,1867650.5,16400,31667.88,1,0.7,34874.9
8578800,72.33,82.27,278.22,2088127.9,154.6,221776.69,3.71,281.15,281.15,1867642.2,16400,31667.84,1,0.69,34998.13
8582400,70.24,82.26,279.34,2088584.5,152.5,219960.39,10.01,281.15,281.15,1867605.5,16400,31667.67,1,0.7,34858.9
8586000,71.94,82.26,279.65,2089041.1,154.2,221424.61,14.39,281.15,281.15,1867593.1,16400,31667.62,1,0.69,34972.06
8589600,72.14,82.26,280.61,2089497.8,154.4,221595.61,24.57,281.15,281.15,1867548.5,16400,31667.41,1,0.69,34985.97
8593200,75.14,82.26,281.03,2089954.4,157.4,224230.3,33.63,281.15,281.15,1867520.9,16400,31667.29,1,0.68,35190.12
8596800,73.24,82.26,281.58,2090411,155.5,222555.14,39.43,281.15,281.15,1867390.6,16400,31666.69,1,0.69,35060.91
8600400,73.74,82.26,281.51,2090867.6,156,222994.81,39.02,281.15,281.15,1867363.5,16400,31666.56,1,0.68,35094.84
8604000,74.24,82.26,281.02,2091324.2,156.5,223433.3,32.33,281.15,281.15,1867513.4,16400,31667.25,1,0.68,35128.31
8607600,75.34,82.26,281.06,2091780.9,157.6,224407.97,34.27,281.15,281.15,1867505,16400,31667.21,1,0.68,35204
8611200,74.64,82.26,281.06,2092237.5,156.9,223786.72,33.39,281.15,281.15,1867512,16400,31667.24,1,0.68,35155.73
8614800,74.94,82.26,280.52,2092694.1,157.2,224053.95,26.79,281.15,281.15,1867549.5,16400,31667.42,1,0.68,35176.01
8618400,72.04,82.26,281.03,2093150.6,154.3,221507.5,29.82,281.15,281.15,1867495.2,16400,31667.17,1,0.69,34979.61
8622000,74.14,82.26,279.72,2093607.2,156.4,223348.27,17.38,281.15,281.15,1867578.5,16400,31667.55,1,0.68,35120.73
8625600,71.03,82.27,278.84,2094063.9,153.3,220648.53,6.82,281.15,281.15,1867614.9,16400,31667.72,1,0.7,34911.68
8629200,71.03,82.27,278.39,2094520.5,153.3,220650.27,3.66,281.15,281.15,1867630.8,16400,31667.79,1,0.7,34911.42
8632800,69.83,82.27,278.22,2094977.1,152.1,219622.39,1.52,281.15,281.15,1867635.9,16400,31667.81,1,0.7,34831.82
8636400,68.43,82.27,277.4,2095433.8,150.7,218595.69,0,281.15,281.15,1867657.4,16400,31667.91,1,0.71,34719.36
8640000,67.53,82.27,277.4,2095890.4,149.8,217890.16,0,281.15,281.15,1867657.8,16400,31667.91,1,0.71,34656.62
8643600,66.83,82.27,276.63,2096347,149.1,217396.48,0,281.15,281.15,1867676,16400,31668,1,0.72,34599.99
8647200,67.53,82.27,276.4,2096803.6,149.8,218006.02,0,281.15,281.15,1867681.2,16400,31668.02,1,0.71,34644.18
8650800,67.43,82.27,276.01,2097260.2,149.7,217949.92,0,281.15,281.15,1867690.9,16400,31668.07,1,0.71,34634.47
8654400,66.63,82.27,276.23,2097717,148.9,217280.77,0,281.15,281.15,1867686.6,16400,31668.05,1,0.72,34582.65
8658000,68.33,82.27,276.23,2098173.5,150.6,218688.44,0,281.15,281.15,1867685.1,16400,31668.04,1,0.71,34695.97
8661600,69.43,82.27,276.18,2098630.2,151.7,219616.61,0,281.15,281.15,1867688,16400,31668.05,1,0.7,34769.05
8665200,81.83,82.27,277,2099086.8,164.1,230341.61,4.17,281.15,281.15,1867672.1,16400,31667.98,1,0.65,35672.6
8668800,81.93,82.27,277.95,2099543.5,164.2,230431.83,10.3,281.15,281.15,1867651.9,16400,31667.89,1,0.65,35680.61
8672400,82.63,82.27,279.37,2100000,164.9,231083.2,22.6,281.15,281.15,1867607.9,16400,31667.68,1,0.65,35734.47
8676000,87.54,82.26,280.2,2100456.5,169.8,235755.19,37.03,281.15,281.15,1867570.6,16400,31667.51,1,0.63,36117.93
8679600,82.74,82.26,280.3,2100913.2,165,231174.38,32.97,281.15,281.15,1867565.5,16400,31667.49,1,0.65,35742.63
8683200,85.44,82.26,281.14,2101369.8,167.7,233729.92,48.22,281.15,281.15,1867518.1,16400,31667.27,1,0.64,35952.36
8686800,99.54,82.26,281.41,2101826.5,181.8,247867.28,71.69,281.15,281.15,1867429.9,16400,31666.87,1,0.6,37102.49
8690400,112.34,82.26,281.21,2102283,194.6,261831.39,84.59,281.15,281.15,1867498.5,16400,31667.18,1,0.56,38177.69
8694000,114.84,82.26,280.94,2102739.8,197.1,264685.6,81.75,281.15,281.15,1867527.1,16400,31667.31,1,0.55,38395.03
8697600,114.74,82.26,281.35,2103196.2,197,264569.38,91.01,281.15,281.15,1867490.4,16400,31667.15,1,0.55,38386.66
8701200,100.74,82.26,280.96,2103653,183,249129.95,64.15,281.15,281.15,1867514.9,16400,31667.26,1,0.59,37201.48
8704800,102.34,82.26,280.68,2104109.5,184.6,250830.36,61.34,281.15,281.15,1867538.2,16400,31667.37,1,0.58,37333.95
8708400,82.64,82.26,280.46,2104566.2,164.9,231079.55,34.79,281.15,281.15,1867541.4,16400,31667.38,1,0.65,35735.16
8712000,78.04,82.26,279.04,2105022.8,160.3,226839.1,15.15,281.15,281.15,1867602.4,16400,31667.66,1,0.67,35393.08
8715600,62.93,82.27,278,2105479.5,145.2,213990.66,0,281.15,281.15,1867640.2,16400,31667.83,1,0.74,34359.97
8719200,75.93,82.27,277.52,2105936,158.2,224953.77,2.46,281.15,281.15,1867656.4,16400,31667.91,1,0.67,35243.76
8722800,71.43,82.27,277.77,2106392.8,153.7,220998.3,0.22,281.15,281.15,1867649.4,16400,31667.88,1,0.69,34937.49
8726400,75.63,82.27,278,2106849.2,157.9,224683.48,5.15,281.15,281.15,1867643.8,16400,31667.85,1,0.68,35223.16
8730000,63.83,82.27,277.47,2107306,146.1,214838.48,0,281.15,281.15,1867658.4,16400,31667.92,1,0.74,34409.93
8733600,64.83,82.27,277.52,2107762.5,147.1,215705.16,0,281.15,281.15,1867655.6,16400,31667.9,1,0.73,34475.16
8737200,58.63,82.27,277.17,2108219.2,140.9,210815.72,0,281.15,281.15,1867662.8,16400,31667.94,1,0.77,34054.99
8740800,61.13,82.27,277.23,2108675.8,143.4,212805.31,0,281.15,281.15,1867663.1,16400,31667.94,1,0.75,34222.56
8744400,52.93,82.27,276.67,2109132.5,135.2,191587.92,0,281.15,281.15,1867677.5,16400,31668,1,0.82,33696.98
8748000,55.43,82.27,277.01,2109589,137.7,197829.17,0,281.15,281.15,1867670.5,16400,31667.97,1,0.8,33851.56
8751600,50.63,82.27,277.47,2110045.8,132.9,191483.7,0,281.15,281.15,1867661.8,16400,31667.93,1,0.85,33554.92
8755200,52.83,82.27,278.33,2110502.2,135.1,204427.75,0,281.15,281.15,1867637.6,16400,31667.82,1,0.82,33690.89
8758800,54.33,82.27,278.67,2110959,136.6,207520.42,0,281.15,281.15,1867626.4,16400,31667.77,1,0.81,33787.89
8762400,53.14,82.26,279.72,2111415.5,135.4,206539.69,0,281.15,281.15,1867596,16400,31667.63,1,0.82,33725.98
8766000,54.24,82.26,281.33,2111872.2,136.5,207098.34,11.32,281.15,281.15,1867510.5,16400,31667.24,1,0.81,33819.79
8769600,61.04,82.26,281.75,2112328.8,143.3,212359.53,25.74,281.15,281.15,1867322,16400,31666.37,1,0.75,34257.56
8773200,57.15,82.25,282.53,2112785.5,139.4,209309.06,32.83,281.15,281.15,1867074.9,16400,31665.24,1,0.78,34002.96
8776800,55.86,82.24,282.67,2113242,138.1,208318.3,33.36,281.15,281.15,1866845.1,16400,31664.18,1,0.79,33921.54
8780400,56.29,82.21,283.77,2113698.8,138.5,208638.78,61.41,281.15,281.15,1865945.4,16400,31660.05,1,0.79,33949.57
8784000,53.7,82.2,283.8,2114155.2,135.9,206675.38,56.98,281.15,281.15,1865859.8,16400,31659.65,1,0.81,33788.06
8787600,54.19,82.21,283.53,2114611.8,136.4,207047.12,50.06,281.15,281.15,1866045.9,16400,31660.51,1,0.81,33818.27
8791200,52.86,82.24,282.47,2115068.5,135.1,206064.5,25.12,281.15,281.15,1866810.8,16400,31664.02,1,0.82,33735.57
8794800,-0.06,0.31,281.8,2115525,0,542.36,0,284.02,281.15,15718.54,1374.64,23392.38,1,1,30778.56
8794800,-1.37,1.62,281.8,2115525,0,0,0,284.02,281.15,0,0,23556.87,0,0,-0.01
8794800,-0.06,0.31,281.8,2115525,0,542.36,0,284.02,281.15,15718.54,1374.64,23392.38,1,1,31077.56
8798400,52.33,82.26,280.82,2115981.8,134.6,206267.72,0,281.15,281.15,1867517.2,16400,31667.27,1,0.83,33663.96
8802000,52.54,82.26,280.81,2116438.2,134.8,205833.39,3.89,281.15,281.15,1867532.9,16400,31667.34,1,0.83,33714.5
8805600,56.04,82.26,280.81,2116895,138.3,208462.08,8,281.15,281.15,1867527.1,16400,31667.31,1,0.79,33931.48
8809200,56.04,82.26,280.29,2117351.5,138.3,208463.92,3.24,281.15,281.15,1867556.8,16400,31667.45,1,0.79,33931.1
8812800,53.64,82.26,279.67,2117808.2,135.9,206797.39,0,281.15,281.15,1867586.9,16400,31667.59,1,0.82,33762.9
8816400,56.64,82.26,279.67,2118264.8,138.9,209023.3,0,281.15,281.15,1867587.8,16400,31667.59,1,0.79,33959.6
8820000,53.03,82.27,278.99,2118721.5,135.3,206479.16,0,281.15,281.15,1867611.9,16400,31667.7,1,0.82,33711.23
8823600,49.53,82.27,277.8,2119178,131.8,194562.5,0,281.15,281.15,1867647.2,16400,31667.87,1,0.87,33486.25
8827200,48.73,82.27,278.19,2119634.8,131,191110.36,0,281.15,281.15,1867638.9,16400,31667.83,1,0.88,33435.75
8830800,46.83,82.27,278,2120091.2,129.1,180760.08,0,281.15,281.15,1867646.2,16400,31667.86,1,0.92,33313.27
8834400,49.03,82.27,278.79,2120548,131.3,195234.52,0,281.15,281.15,1867623,16400,31667.75,1,0.88,33454.79
8838000,49.44,82.26,279.35,2121004.5,131.7,199244.78,0,281.15,281.15,1867604.5,16400,31667.67,1,0.87,33482.69
8841600,51.84,82.26,280.04,2121461.2,134.1,205553.05,0,281.15,281.15,1867579.2,16400,31667.55,1,0.84,33649.09
8845200,52.33,82.27,278.68,2121917.8,134.6,205989.55,0,281.15,281.15,1867618.4,16400,31667.73,1,0.83,33663.88
8848800,52.73,82.27,278.45,2122374.5,135,206330.77,0,281.15,281.15,1867625.6,16400,31667.77,1,0.82,33686.01
8852400,52.33,82.27,277.43,2122831,134.6,197173.02,0,281.15,281.15,1867656.1,16400,31667.91,1,0.83,33660.05
8856000,50.93,82.27,277.53,2123287.8,133.2,192995.48,0,281.15,281.15,1867656.5,16400,31667.91,1,0.85,33573.55
8859600,49.83,82.27,277.86,2123744.2,132.1,194380.39,0,281.15,281.15,1867643.9,16400,31667.85,1,0.86,33505.06
8863200,50.23,82.27,275.3,2124201,132.5,168243.7,0,281.15,281.15,1867702.4,16400,31668.12,1,0.86,33529.93
8866800,54.13,82.27,275.16,2124657.5,136.4,173153.23,0,281.15,281.15,1867706,16400,31668.14,1,0.81,33770.88
8870400,53.63,82.27,275.57,2125114.2,135.9,176805.12,0,281.15,281.15,1867700.6,16400,31668.11,1,0.82,33740.05
8874000,55.33,82.27,275.78,2125570.8,137.6,184958.78,0,281.15,281.15,1867693.9,16400,31668.08,1,0.8,33845.28
8877600,54.43,82.27,274.25,2126027.5,136.7,167946.56,0,281.15,281.15,1867718.4,16400,31668.19,1,0.81,33789.4
8881200,54.13,82.27,273.31,2126484,136.4,153137.12,0,281.15,281.15,1867733.8,16400,31668.26,1,0.81,33770.82
8884800,54.73,82.27,272.85,2126940.8,137,148080.69,0,281.15,281.15,1867739.9,16400,31668.29,1,0.8,33807.92
8888400,54.03,82.27,271.14,2127397.2,136.3,125496.77,0,281.15,281.15,1867762.6,16400,31668.4,1,0.81,33764.59
8892000,54.53,82.27,269.66,2127854,136.8,103708.89,0,281.15,281.15,1867784.6,16400,31668.5,1,0.81,33795.44
8895600,54.03,82.27,268.66,2128310.5,136.3,87902.16,0,281.15,281.15,1867800.6,16400,31668.57,1,0.81,33764.51
8899200,53.03,82.27,267.94,2128767,135.3,74871.19,0,281.15,281.15,1867816.1,16400,31668.64,1,0.82,33702.82
8902800,53.52,82.28,267.61,2129223.8,135.8,69959.67,0,281.15,281.15,1867898.9,16400,31669.02,1,0.82,33733.45
8906400,53.12,82.28,267.48,2129680.2,135.4,67490.19,0,281.15,281.15,1868020.4,16400,31669.58,1,0.82,33708.55
8910000,53.82,82.28,267.48,2130137,136.1,68911.59,0,281.15,281.15,1868045.9,16400,31669.7,1,0.81,33751.63
8913600,53.82,82.28,267.34,2130593.5,136.1,68081.53,0,281.15,281.15,1868128.4,16400,31670.08,1,0.81,33751.46
8917200,52.93,82.27,268.41,2131050.2,135.2,74481.96,0,281.15,281.15,1867813.2,16400,31668.63,1,0.82,33696.67
8920800,53.53,82.27,269.45,2131506.8,135.8,89968.1,0,281.15,281.15,1867793.6,16400,31668.54,1,0.82,33733.68
8924400,-0.06,0.3,271.92,2131963.5,0,352.87,0,284.01,281.15,15220.93,2232,23392.35,1,1,30778.56
8924400,-1.37,1.62,271.92,2131963.5,0,0,0,284.01,281.15,0,0,23556.84,0,0,-0.01
8924400,-0.06,0.3,271.92,2131963.5,0,352.87,0,284.01,281.15,15220.93,2232,23392.35,1,1,31077.56
8928000,66.13,82.27,272.24,2132420,148.4,121197.07,0,281.15,281.15,1867752.9,16400,31668.35,1,0.72,34547.48
8931600,57.23,82.27,272.85,2132876.8,139.5,156532.94,0,281.15,281.15,1867744.8,16400,31668.31,1,0.78,33964.65
8935200,92.63,82.27,274.06,2133333.2,174.9,241161.89,0,281.15,281.15,1867727.2,16400,31668.23,1,0.61,36503.65
8938800,89.33,82.27,274.32,2133790,171.6,237689.28,0,281.15,281.15,1867722.9,16400,31668.21,1,0.62,36242.49
8942400,93.03,82.27,275.68,2134246.5,175.3,241200.48,5.5,281.15,281.15,1867698.9,16400,31668.1,1,0.61,36561.98
8946000,94.73,82.27,276.22,2134703.2,177,242919.11,9.7,281.15,281.15,1867688,16400,31668.05,1,0.61,36702.19
8949600,97.43,82.27,276.97,2135159.8,179.7,245688.56,16.46,281.15,281.15,1867672.5,16400,31667.98,1,0.6,36925.85
8953200,97.13,82.27,277.13,2135616.5,179.4,245377.88,17.33,281.15,281.15,1867666.2,16400,31667.95,1,0.6,36901.06
8956800,98.53,82.27,276.73,2136073,180.8,246831.6,15.77,281.15,281.15,1867675,16400,31667.99,1,0.59,37016.95
8960400,96.83,82.27,277.25,2136529.8,179.1,245067.97,17.93,281.15,281.15,1867663.9,16400,31667.94,1,0.6,36876.25
8964000,96.43,82.27,276.74,2136986.2,178.7,244656.78,14.19,281.15,281.15,1867669.8,16400,31667.97,1,0.6,36842.96
8967600,93.83,82.27,275.34,2137443,176.1,242007.69,4.42,281.15,281.15,1867698.2,16400,31668.1,1,0.61,36627.68
8971200,90.23,82.27,273.94,2137899.5,172.5,238537.44,0,281.15,281.15,1867723.1,16400,31668.22,1,0.62,36315.29
8974800,87.43,82.27,272.94,2138356.2,169.7,235973.75,0,281.15,281.15,1867739.2,16400,31668.29,1,0.63,36072.97
8978400,76.93,82.27,272.69,2138812.8,159.2,217780.81,0,281.15,281.15,1867743.1,16400,31668.31,1,0.67,35271.98
8982000,67.83,82.27,271.73,2139269.5,150.1,180380.94,0,281.15,281.15,1867756.6,16400,31668.37,1,0.71,34658.7
8985600,61.23,82.27,271.07,2139726,143.5,148630.44,0,281.15,281.15,1867765.9,16400,31668.41,1,0.75,34226.86
